# file	translator	distance-meassure	synset-tolerance	relation-tolerance	similarity-value	computation-time
sample03.txt	google	shortest_path	0.1	0	0.612903	5.494
sample03.txt	google	resnik	0.1	0	0.612903	5.934
sample03.txt	yandex	shortest_path	0.1	0	0.709677	7.279
sample03.txt	yandex	resnik	0.1	0	0.709677	7.159
sample03.txt	google	leacock-chodorow	0.1	0.1	0.612903	0.162
sample03.txt	google	sussna	0.1	0.1	0.612903	0.163
sample03.txt	google	wu-palmer	0.1	0.1	0.612903	0.244
sample03.txt	yandex	sussna	0.1	0.1	0.709677	0.291
sample03.txt	yandex	leacock-chodorow	0.1	0.1	0.709677	0.213
sample03.txt	yandex	wu-palmer	0.1	0.1	0.709677	0.274
sample03.txt	google	lin	0.1	0.1	0.612903	1.517
sample03.txt	yandex	jiang-conrath	0.1	0.1	0.709677	2.826
sample03.txt	google	jiang-conrath	0.1	0.1	0.612903	3.809
sample03.txt	google	shortest_path	0.1	0.1	0.612903	4.659
sample03.txt	yandex	lin	0.1	0.1	0.709677	4.414
sample03.txt	yandex	resnik	0.1	0.1	0.709677	6.579
sample03.txt	google	resnik	0.1	0.1	0.612903	6.899
sample03.txt	yandex	shortest_path	0.1	0.1	0.709677	7.072
sample03.txt	google	sussna	0.1	0.2	0.612903	0.135
sample03.txt	google	wu-palmer	0.1	0.2	0.612903	0.359
sample03.txt	google	leacock-chodorow	0.1	0.2	0.612903	0.322
sample03.txt	yandex	wu-palmer	0.1	0.2	0.709677	0.307
sample03.txt	yandex	sussna	0.1	0.2	0.709677	0.46
sample03.txt	yandex	leacock-chodorow	0.1	0.2	0.709677	0.444
sample03.txt	google	jiang-conrath	0.1	0.2	0.612903	3.313
sample03.txt	google	lin	0.1	0.2	0.612903	3.547
sample03.txt	yandex	lin	0.1	0.2	0.709677	3.549
sample03.txt	yandex	jiang-conrath	0.1	0.2	0.709677	4.829
sample03.txt	google	shortest_path	0.1	0.2	0.612903	6.209
sample03.txt	google	resnik	0.1	0.2	0.612903	6.219
sample03.txt	yandex	shortest_path	0.1	0.2	0.709677	7.487
sample03.txt	yandex	resnik	0.1	0.2	0.709677	7.408
sample03.txt	google	leacock-chodorow	0.1	0.3	0.612903	0.109
sample03.txt	google	sussna	0.1	0.3	0.612903	0.217
sample03.txt	google	wu-palmer	0.1	0.3	0.612903	0.25
sample03.txt	yandex	sussna	0.1	0.3	0.709677	0.251
sample03.txt	yandex	leacock-chodorow	0.1	0.3	0.709677	0.244
sample03.txt	yandex	wu-palmer	0.1	0.3	0.709677	0.393
sample03.txt	google	lin	0.1	0.3	0.612903	1.636
sample03.txt	yandex	jiang-conrath	0.1	0.3	0.709677	2.832
sample03.txt	google	jiang-conrath	0.1	0.3	0.612903	3.756
sample03.txt	yandex	lin	0.1	0.3	0.709677	4.109
sample03.txt	google	resnik	0.1	0.3	0.612903	4.586
sample03.txt	google	shortest_path	0.1	0.3	0.612903	5.634
sample03.txt	yandex	resnik	0.1	0.3	0.709677	6.799
sample03.txt	yandex	shortest_path	0.1	0.3	0.709677	7.087
sample03.txt	google	sussna	0.1	0.4	0.612903	0.15
sample03.txt	google	wu-palmer	0.1	0.4	0.612903	0.178
sample03.txt	google	leacock-chodorow	0.1	0.4	0.612903	0.226
sample03.txt	yandex	sussna	0.1	0.4	0.709677	0.249
sample03.txt	yandex	leacock-chodorow	0.1	0.4	0.709677	0.224
sample03.txt	yandex	wu-palmer	0.1	0.4	0.709677	0.258
sample03.txt	google	lin	0.1	0.4	0.612903	1.612
sample03.txt	google	jiang-conrath	0.1	0.4	0.612903	2.257
sample03.txt	yandex	lin	0.1	0.4	0.709677	2.649
sample03.txt	yandex	jiang-conrath	0.1	0.4	0.709677	3.231
sample03.txt	google	resnik	0.1	0.4	0.612903	4.717
sample03.txt	google	shortest_path	0.1	0.4	0.612903	6.065
sample03.txt	yandex	shortest_path	0.1	0.4	0.709677	6.667
sample03.txt	yandex	resnik	0.1	0.4	0.709677	6.837
sample03.txt	google	sussna	0.1	0.5	0.612903	0.109
sample03.txt	google	leacock-chodorow	0.1	0.5	0.612903	0.108
