# file	translator	distance-meassure	synset-tolerance	relation-tolerance	similarity-value	computation-time
sample01.txt	yandex	shortest_path	0	0	0.608696	0.255
sample01.txt	yandex	wu-palmer	0	0	0.608696	0.251
sample01.txt	google	wu-palmer	0	0	0.826087	0.715
sample01.txt	yandex	jiang-conrath	0	0	0.608696	0.202
sample01.txt	yandex	resnik	0	0	0.608696	0.253
sample01.txt	yandex	lin	0	0	0.608696	0.277
sample01.txt	yandex	leacock-chodorow	0	0	0.608696	0.804
sample01.txt	google	leacock-chodorow	0	0	0.826087	1.26
sample01.txt	google	jiang-conrath	0	0	0.826087	2.971
sample01.txt	google	resnik	0	0	0.826087	3.92
sample01.txt	google	shortest_path	0	0	0.826087	4.59
sample01.txt	google	lin	0	0	0.826087	4.633
sample01.txt	google	sussna	0	0	0.826087	10.271
sample01.txt	yandex	sussna	0	0	0.608696	10.013
sample01.txt	google	sussna	0	0.1	0.826087	0.119
sample01.txt	google	leacock-chodorow	0	0.1	0.826087	0.122
sample01.txt	google	wu-palmer	0	0.1	0.826087	0.124
sample01.txt	yandex	sussna	0	0.1	0.608696	0.003
sample01.txt	yandex	wu-palmer	0	0.1	0.608696	0.003
sample01.txt	yandex	leacock-chodorow	0	0.1	0.608696	0.003
sample01.txt	yandex	shortest_path	0	0.1	0.608696	0.161
sample01.txt	yandex	resnik	0	0.1	0.608696	0.15
sample01.txt	yandex	lin	0	0.1	0.608696	0.141
sample01.txt	yandex	jiang-conrath	0	0.1	0.608696	0.16
sample01.txt	google	shortest_path	0	0.1	0.826087	2.428
sample01.txt	google	jiang-conrath	0	0.1	0.826087	2.424
sample01.txt	google	resnik	0	0.1	0.826087	2.477
sample01.txt	google	lin	0	0.1	0.826087	2.483
sample01.txt	google	leacock-chodorow	0	0.2	0.826087	0.102
sample01.txt	google	wu-palmer	0	0.2	0.826087	0.105
sample01.txt	yandex	sussna	0	0.2	0.608696	0.004
sample01.txt	google	sussna	0	0.2	0.826087	0.137
sample01.txt	yandex	wu-palmer	0	0.2	0.608696	0.003
sample01.txt	yandex	leacock-chodorow	0	0.2	0.608696	0.004
sample01.txt	yandex	shortest_path	0	0.2	0.608696	0.198
sample01.txt	yandex	resnik	0	0.2	0.608696	0.171
sample01.txt	yandex	jiang-conrath	0	0.2	0.608696	0.155
sample01.txt	yandex	lin	0	0.2	0.608696	0.136
sample01.txt	google	jiang-conrath	0	0.2	0.826087	2.277
sample01.txt	google	lin	0	0.2	0.826087	2.421
sample01.txt	google	shortest_path	0	0.2	0.826087	2.584
sample01.txt	google	resnik	0	0.2	0.826087	2.529
sample01.txt	google	leacock-chodorow	0	0.3	0.826087	0.114
sample01.txt	google	wu-palmer	0	0.3	0.826087	0.117
sample01.txt	google	sussna	0	0.3	0.826087	0.119
sample01.txt	yandex	sussna	0	0.3	0.608696	0.003
sample01.txt	yandex	wu-palmer	0	0.3	0.608696	0.003
