# file	translator	distance-meassure	synset-tolerance	relation-tolerance	similarity-value	computation-time
sample10.txt	google	shortest_path	0	0	0.894737	0.134
sample10.txt	google	resnik	0	0	0.894737	0.086
sample10.txt	google	jiang-conrath	0	0	0.894737	0.197
sample10.txt	google	wu-palmer	0	0	0.894737	0.269
sample10.txt	google	lin	0	0	0.894737	0.186
sample10.txt	yandex	wu-palmer	0	0	1	0.133
sample10.txt	google	leacock-chodorow	0	0	0.894737	0.527
sample10.txt	yandex	leacock-chodorow	0	0	1	0.284
sample10.txt	yandex	shortest_path	0	0	1	0.415
sample10.txt	yandex	jiang-conrath	0	0	1	0.314
sample10.txt	yandex	resnik	0	0	1	0.389
sample10.txt	yandex	lin	0	0	1	0.297
sample10.txt	yandex	sussna	0	0	1	4.293
sample10.txt	google	sussna	0	0	0.894737	4.512
sample10.txt	google	leacock-chodorow	0	0.1	0.894737	0.072
sample10.txt	google	wu-palmer	0	0.1	0.894737	0.075
sample10.txt	google	sussna	0	0.1	0.894737	0.077
sample10.txt	google	shortest_path	0	0.1	0.894737	0.093
sample10.txt	yandex	sussna	0	0.1	1	0.021
sample10.txt	google	resnik	0	0.1	0.894737	0.109
sample10.txt	yandex	leacock-chodorow	0	0.1	1	0.023
sample10.txt	yandex	wu-palmer	0	0.1	1	0.062
sample10.txt	google	lin	0	0.1	0.894737	0.148
sample10.txt	google	jiang-conrath	0	0.1	0.894737	0.154
sample10.txt	yandex	shortest_path	0	0.1	1	0.259
sample10.txt	yandex	resnik	0	0.1	1	0.204
sample10.txt	yandex	lin	0	0.1	1	0.209
sample10.txt	yandex	jiang-conrath	0	0.1	1	0.238
sample10.txt	google	leacock-chodorow	0	0.2	0.894737	0.073
sample10.txt	google	wu-palmer	0	0.2	0.894737	0.076
sample10.txt	google	sussna	0	0.2	0.894737	0.077
sample10.txt	google	shortest_path	0	0.2	0.894737	0.084
sample10.txt	google	jiang-conrath	0	0.2	0.894737	0.173
sample10.txt	yandex	wu-palmer	0	0.2	1	0.092
sample10.txt	yandex	leacock-chodorow	0	0.2	1	0.093
sample10.txt	google	resnik	0	0.2	0.894737	0.181
sample10.txt	yandex	sussna	0	0.2	1	0.103
sample10.txt	google	lin	0	0.2	0.894737	0.185
sample10.txt	yandex	shortest_path	0	0.2	1	0.224
sample10.txt	yandex	lin	0	0.2	1	0.203
sample10.txt	yandex	resnik	0	0.2	1	0.219
sample10.txt	yandex	jiang-conrath	0	0.2	1	0.242
sample10.txt	yandex	leacock-chodorow	0	0.3	1	0.063
sample10.txt	google	leacock-chodorow	0	0.3	0.894737	0.171
sample10.txt	yandex	wu-palmer	0	0.3	1	0.082
sample10.txt	google	jiang-conrath	0	0.3	0.894737	0.172
sample10.txt	google	wu-palmer	0	0.3	0.894737	0.179
sample10.txt	google	resnik	0	0.3	0.894737	0.177
sample10.txt	yandex	sussna	0	0.3	1	0.098
sample10.txt	google	shortest_path	0	0.3	0.894737	0.187
sample10.txt	google	lin	0	0.3	0.894737	0.183
sample10.txt	google	sussna	0	0.3	0.894737	0.19
sample10.txt	yandex	shortest_path	0	0.3	1	0.227
sample10.txt	yandex	resnik	0	0.3	1	0.207
sample10.txt	yandex	jiang-conrath	0	0.3	1	0.227
sample10.txt	yandex	lin	0	0.3	1	0.235
sample10.txt	google	leacock-chodorow	0	0.4	0.894737	0.041
sample10.txt	google	wu-palmer	0	0.4	0.894737	0.044
sample10.txt	google	sussna	0	0.4	0.894737	0.045
sample10.txt	google	lin	0	0.4	0.894737	0.133
